,Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,year,month,day,Make/Model,model_new,Survivors,seating_capacity,State,City
33780,20001211X13451,Accident,MIA93FA194,1993-09-12,"LIBERTY, MS",United States,23H,MCGEHEE AIR PARK,Fatal(1),Destroyed,Airplane,N3767R,cessna,172h,No,1.0,Reciprocating,Instructional,1.0,0.0,0.0,0.0,VMC,Landing,Probable Cause,1993,9,12,cessna 172h,172,0.0,4-seater,MS,LIBERTY
33783,20001211X13372,Accident,CHI93LA359,1993-09-12,"INDIANAPOLIS, IN",United States,,,Non-Fatal,Substantial,Airplane,N5678R,cessna,172f,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Cruise,Probable Cause,1993,9,12,cessna 172f,172,3.0,4-seater,IN,INDIANAPOLIS
33785,20001211X13346,Accident,BFO93LA172,1993-09-12,"GR BARRINGTON, MA",United States,GBR,GREAT BARRINGTON,Non-Fatal,Substantial,Airplane,N7064Q,cessna,172l,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,5.0,VMC,Landing,Probable Cause,1993,9,12,cessna 172l,172,5.0,4-seater,MA,GR BARRINGTON
33787,20001211X13281,Accident,ANC93FA175,1993-09-12,"FAIRBANKS, AK",United States,FAI,FIARBANKS INTERNATIONAL,Fatal(1),Substantial,Airplane,N95277,cessna,152,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Approach,Probable Cause,1993,9,12,cessna 152,152,0.0,2-seater,AK,FAIRBANKS
33790,20001211X13492,Accident,SEA93LA211,1993-09-13,"SILVERTON, OR",United States,,,Non-Fatal,Substantial,Airplane,N11882,cessna,150l,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Maneuvering,Probable Cause,1993,9,13,cessna 150l,150,2.0,2-seater,OR,SILVERTON
33791,20001211X13483,Accident,SEA93LA199,1993-09-13,"YAMHILL, OR",United States,OR05,FLYING M RANCH,Non-Fatal,Substantial,Airplane,N757WT,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Landing,Probable Cause,1993,9,13,cessna 152,152,2.0,2-seater,OR,YAMHILL
33805,20001211X13430,Accident,LAX93LA354,1993-09-16,"HESPERIA, CA",United States,L26,HESPERIA AIRPORT,Non-Fatal,Substantial,Airplane,N49813,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Descent,Probable Cause,1993,9,16,cessna 152,152,2.0,2-seater,CA,HESPERIA
33806,20001211X13377,Accident,CHI93LA364,1993-09-16,"FIELDON, IL",United States,,,Non-Fatal,Substantial,Airplane,N52502,cessna,172p,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,1993,9,16,cessna 172p,172,2.0,4-seater,IL,FIELDON
33831,20001211X13352,Accident,BFO93LA182,1993-09-19,"PAINESVILLE, OH",United States,2G1,CONCORD AIRPARK,Non-Fatal,Substantial,Airplane,N6294J,piper,pa28151,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1993,9,19,piper pa28151,pa-28,1.0,4-seater,OH,PAINESVILLE
33834,20001211X13349,Accident,BFO93LA179,1993-09-19,"NORTH KINGSTOWN, RI",United States,OQU,QUONSET STATE AIRPORT,Non-Fatal,Substantial,Airplane,N9931Q,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,1993,9,19,cessna 172,172,2.0,4-seater,RI,NORTH KINGSTOWN
33835,20001211X13314,Accident,ATL93LA161,1993-09-19,"GREENSBORO, NC",United States,W88,AIR HARBOR,Non-Fatal,Substantial,Airplane,N4794B,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Go-around,Probable Cause,1993,9,19,cessna 152,152,1.0,2-seater,NC,GREENSBORO
33851,20001211X13386,Accident,CHI93LA374,1993-09-21,"KOKOMO, IN",United States,8I3,GLENDALE AIRPORT,Non-Fatal,Substantial,Airplane,N757MT,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Go-around,Probable Cause,1993,9,21,cessna 152,152,1.0,2-seater,IN,KOKOMO
33854,20001211X13463,Accident,MIA93LA202,1993-09-22,"HOLLYWOOD, FL",United States,,,Non-Fatal,Substantial,Airplane,N20457,cessna,172m,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,1993,9,22,cessna 172m,172,1.0,4-seater,FL,HOLLYWOOD
33862,20001211X13462,Accident,MIA93LA199B,1993-09-23,"DELAND, FL",United States,FD90,LAFAYETTE LANDINGS,Non-Fatal,Substantial,Airplane,N2660J,cessna,150g,No,1.0,Reciprocating,Personal,0.0,0.0,4.0,0.0,VMC,Approach,Probable Cause,1993,9,23,cessna 150g,150,4.0,2-seater,FL,DELAND
33874,20001211X13442,Accident,LAX93LA368,1993-09-24,"PHOENIX, AZ",United States,PHX,PHOENIX SKY HARBOR,Non-Fatal,Substantial,Airplane,N98909,cessna,172p,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1993,9,24,cessna 172p,172,1.0,4-seater,AZ,PHOENIX
33879,20001211X13357,Accident,BFO93LA187,1993-09-25,"WOODFORD, VA",United States,NONE,WOODFORD,Non-Fatal,Substantial,Airplane,N7386X,cessna,150b,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1993,9,25,cessna 150b,150,2.0,2-seater,VA,WOODFORD
33887,20001211X13390,Accident,CHI93LA379,1993-09-26,"BURLINGTON, WI",United States,,,Non-Fatal,Substantial,Airplane,N704ZF,cessna,150m,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,1993,9,26,cessna 150m,150,2.0,2-seater,WI,BURLINGTON
33900,20001211X13472,Accident,SEA93FA214,1993-09-30,"ELLENSBURG, WA",United States,,,Fatal(3),Destroyed,Airplane,N172LS,cessna,172n,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,1993,9,30,cessna 172n,172,0.0,4-seater,WA,ELLENSBURG
33903,20001211X13495,Accident,SEA93LA215,1993-09-30,"TOOELE, UT",United States,TVY,BOLINDER TOOELE VALLEY,Non-Fatal,Substantial,Airplane,N21170,piper,pa28161,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,1993,9,30,piper pa28161,pa-28,1.0,4-seater,UT,TOOELE
33909,20001211X13317,Accident,ATL93LA165,1993-09-30,"SYLVANIA, GA",United States,JYL,PLANTATION AIRPARK,Non-Fatal,Substantial,Airplane,N1141Z,cessna,150,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,1993,9,30,cessna 150,150,1.0,2-seater,GA,SYLVANIA
33913,20001211X13632,Accident,NYC94LA003,1993-10-01,"MT. GILEAD, OH",United States,4I9,MORROW COUNTY,Non-Fatal,Substantial,Airplane,N736RZ,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,1993,10,1,cessna 172,172,4.0,4-seater,OH,MT. GILEAD
33918,20001211X13529,Accident,CHI94LA004,1993-10-02,"CHEBOYGAN, MI",United States,,,Non-Fatal,Destroyed,Airplane,N5695U,piper,pa28140,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Cruise,Probable Cause,1993,10,2,piper pa28140,pa-28,2.0,4-seater,MI,CHEBOYGAN
33921,20001211X13538,Accident,CHI94LA015,1993-10-02,"MONROE, MI",United States,,,Non-Fatal,Substantial,Airplane,N2759S,cessna,150g,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Cruise,Probable Cause,1993,10,2,cessna 150g,150,1.0,2-seater,MI,MONROE
33934,20001211X13530,Accident,CHI94LA005,1993-10-03,"OSCEOLA, MO",United States,MO24,OSCEOLA MUNICIPAL,Non-Fatal,Substantial,Airplane,N4646X,cessna,150g,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,1993,10,3,cessna 150g,150,1.0,2-seater,MO,OSCEOLA
33941,20001211X13630,Accident,NYC94LA001,1993-10-04,"WELLSVILLE, NY",United States,ELZ,WELLSVILLE MUNICIPAL,Non-Fatal,Substantial,Airplane,N20286,cessna,172m,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1993,10,4,cessna 172m,172,2.0,4-seater,NY,WELLSVILLE
33946,20001211X13560,Accident,FTW94LA005,1993-10-05,"ALBUQUERQUE, NM",United States,4AC,CORONADO,Non-Fatal,Destroyed,Airplane,N9317J,piper,pa28180c,No,1.0,Reciprocating,Personal,0.0,1.0,3.0,0.0,VMC,Takeoff,Probable Cause,1993,10,5,piper pa28180c,pa-28,4.0,4-seater,NM,ALBUQUERQUE
33949,20001211X13660,Accident,SEA94LA009,1993-10-05,"SANDY, OR",United States,03S,SANDY RIVER,Non-Fatal,Substantial,Airplane,N3071J,cessna,150e,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1993,10,5,cessna 150e,150,2.0,2-seater,OR,SANDY
33950,20001211X13659,Accident,SEA94LA008,1993-10-05,"CORVALLIS, OR",United States,CVO,CORVALLIS MUNICIPAL,Non-Fatal,Substantial,Airplane,N16ED,cessna,172rg,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1993,10,5,cessna 172rg,172,2.0,4-seater,OR,CORVALLIS
33956,20001211X13562,Accident,FTW94LA007,1993-10-06,"SAN ANGELO, TX",United States,,,Non-Fatal,Destroyed,Airplane,N68108,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,1993,10,6,cessna 152,152,1.0,2-seater,TX,SAN ANGELO
33959,20001211X13540,Accident,CHI94LA019,1993-10-06,"ALLENDALE, MI",United States,,,Non-Fatal,Substantial,Airplane,N8339C,piper,pa28151,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Descent,Probable Cause,1993,10,6,piper pa28151,pa-28,4.0,4-seater,MI,ALLENDALE
33970,20001211X13662,Accident,SEA94LA011,1993-10-08,"LONGBRANCH, WA",United States,,,Non-Fatal,Substantial,Airplane,N9932Q,cessna,172m,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Maneuvering,Probable Cause,1993,10,8,cessna 172m,172,2.0,4-seater,WA,LONGBRANCH
33975,20001211X13664,Accident,SEA94LA013,1993-10-09,"RENTON, WA",United States,RNT,RENTON MUNICIPAL,Non-Fatal,Substantial,Airplane,N7367E,cessna,172n,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1993,10,9,cessna 172n,172,1.0,4-seater,WA,RENTON
33981,20001211X13535,Accident,CHI94LA011,1993-10-10,"INDEPENDENCE, MO",United States,3IP,INDEPENDENCE MEMORIAL,Non-Fatal,Substantial,Airplane,N738LX,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Approach,Probable Cause,1993,10,10,cessna 172,172,4.0,4-seater,MO,INDEPENDENCE
33986,20001211X13519,Accident,ATL94LA004,1993-10-11,"BLOUNTVILLE, TN",United States,,,Non-Fatal,Substantial,Airplane,N12657,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,1993,10,11,cessna 172,172,1.0,4-seater,TN,BLOUNTVILLE
33997,20001211X13590,Accident,LAX94LA013,1993-10-14,"VAN NUYS, CA",United States,VNY,VAN NUYS,Non-Fatal,Substantial,Airplane,N150GS,cessna,150l,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,1993,10,14,cessna 150l,150,1.0,2-seater,CA,VAN NUYS
34004,20001211X13591,Accident,LAX94LA014,1993-10-15,"DAGGETT, CA",United States,DAG,DAGGETT AIRPORT,Non-Fatal,Substantial,Airplane,N6538T,cessna,150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,1993,10,15,cessna 150,150,2.0,2-seater,CA,DAGGETT
34005,20001211X13564,Accident,FTW94LA011,1993-10-15,"CO. SPRINGS, CO",United States,COS,COLORADO SPRINGS,Non-Fatal,Substantial,Airplane,N5191F,cessna,172f,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1993,10,15,cessna 172f,172,1.0,4-seater,CO,CO. SPRINGS
34009,20001211X13566,Accident,FTW94LA013,1993-10-16,"JACKSONVILLE, TX",United States,,,Non-Fatal,Substantial,Airplane,N7825T,cessna,172k,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,1993,10,16,cessna 172k,172,2.0,4-seater,TX,JACKSONVILLE
34013,20001211X13554,Accident,FTW94FA014,1993-10-17,"TEXARKANA, AR",United States,,,Fatal(4),Destroyed,Airplane,N98143,piper,pa28140,No,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,1993,10,17,piper pa28140,pa-28,0.0,4-seater,AR,TEXARKANA
34025,20001211X13652,Accident,SEA94FA018,1993-10-22,"NORTH BEND, OR",United States,OTH,NORTH BEND,Fatal(1),Destroyed,Airplane,N79405,cessna,172k,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,1993,10,22,cessna 172k,172,0.0,4-seater,OR,NORTH BEND
34027,20001211X13541,Accident,CHI94LA020,1993-10-22,"KANSAS CITY, MO",United States,MKC,KANSAS CITY - DOWNTOWN,Non-Fatal,Destroyed,Airplane,N23487,cessna,150h,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause,1993,10,22,cessna 150h,150,1.0,2-seater,MO,KANSAS CITY
34033,20001211X13570,Accident,FTW94LA018,1993-10-22,"ATHENS, TX",United States,F44,ATHENS,Non-Fatal,Substantial,Airplane,N17056,cessna,150l,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1993,10,22,cessna 150l,150,1.0,2-seater,TX,ATHENS
34035,20001211X13639,Accident,NYC94LA013,1993-10-23,"CYNTHIANA, KY",United States,0I8,CYNTHIANA-HARRISON CO.,Non-Fatal,Destroyed,Airplane,N704US,cessna,c150,No,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,Approach,Probable Cause,1993,10,23,cessna c150,150,2.0,2-seater,KY,CYNTHIANA
34038,20001211X13599,Accident,LAX94LA024,1993-10-23,"CALIFORNIA CITY, CA",United States,L71,CALIFORNIA CITY MUNICIPAL,Non-Fatal,Substantial,Airplane,N6067G,cessna,150k,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1993,10,23,cessna 150k,150,2.0,2-seater,CA,CALIFORNIA CITY
34039,20001211X13521,Accident,ATL94LA008,1993-10-23,"LEXINGTON, NC",United States,EXX,LEXINGTON MUNICIPAL,Non-Fatal,Substantial,Airplane,N9778C,piper,pa28161,No,1.0,Reciprocating,Instructional,0.0,0.0,1.0,0.0,VMC,Landing,Probable Cause,1993,10,23,piper pa28161,pa-28,1.0,4-seater,NC,LEXINGTON
34045,20001211X13598,Accident,LAX94LA023,1993-10-24,"MURRIETA, CA",United States,L86,BEAR CREEK,Non-Fatal,Substantial,Airplane,N96353,cessna,172,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,1993,10,24,cessna 172,172,2.0,4-seater,CA,MURRIETA
34047,20001211X13569,Accident,FTW94LA017,1993-10-24,"WOODVILLE, TX",United States,09R,TYLER COUNTY,Non-Fatal,Substantial,Airplane,N317BB,cessna,172n,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,1.0,VMC,Landing,Probable Cause,1993,10,24,cessna 172n,172,3.0,4-seater,TX,WOODVILLE
34050,20001211X13647,Accident,NYC94LA022,1993-10-25,"CENTERVILLE, MD",United States,,,Non-Fatal,Destroyed,Airplane,N16493,piper,pa28180,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Cruise,Probable Cause,1993,10,25,piper pa28180,pa-28,1.0,4-seater,MD,CENTERVILLE
34054,20001211X13545,Accident,CHI94LA024,1993-10-26,"WOONSOCKET, SD",United States,,,Fatal(1),Destroyed,Airplane,N39952,piper,pa28181,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,1993,10,26,piper pa28181,pa-28,0.0,4-seater,SD,WOONSOCKET
34056,20001211X13644,Accident,NYC94LA019,1993-10-26,"SOMERSET, PA",United States,2G9,SOMERSET,Non-Fatal,Substantial,Airplane,N6566J,piper,pa28180,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Landing,Probable Cause,1993,10,26,piper pa28180,pa-28,1.0,4-seater,PA,SOMERSET
34059,20001211X13546,Accident,CHI94LA025,1993-10-26,"FRANKLIN, WI",United States,,,Non-Fatal,Substantial,Airplane,N9259U,cessna,150m,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Maneuvering,Probable Cause,1993,10,26,cessna 150m,150,2.0,2-seater,WI,FRANKLIN
34079,20001211X13606,Accident,LAX94LA032,1993-10-30,"JOSHUA TREE, CA",United States,L80,HI DESERT,Non-Fatal,Substantial,Airplane,N8279E,cessna,172n,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,1993,10,30,cessna 172n,172,1.0,4-seater,CA,JOSHUA TREE
34082,20001211X13511,Accident,ANC94LA014,1993-10-30,"CHIGNIK, AK",United States,,,Non-Fatal,Substantial,Airplane,N7022F,cessna,150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,1993,10,30,cessna 150,150,2.0,2-seater,AK,CHIGNIK
34087,20001211X13795,Accident,SEA94LA023,1993-11-01,"MCKENZIE BRIDGE, OR",United States,00S,MCKENZIE BRIDGE STATE,Non-Fatal,Substantial,Airplane,N6629H,cessna,172h,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Go-around,Probable Cause,1993,11,1,cessna 172h,172,2.0,4-seater,OR,MCKENZIE BRIDGE
34100,20001211X13725,Accident,FTW94FA025,1993-11-06,"VAN HORN, TX",United States,,,Fatal(2),Destroyed,Airplane,N4674L,cessna,152,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,1993,11,6,cessna 152,152,0.0,2-seater,TX,VAN HORN
34102,20001211X13750,Accident,LAX94LA039B,1993-11-06,"HALF MOON BAY, CA",United States,HAF,HALF MOON BAY,Non-Fatal,Substantial,Airplane,N2718L,cessna,172h,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,1993,11,6,cessna 172h,172,3.0,4-seater,CA,HALF MOON BAY
34110,20001211X13736,Accident,FTW94LA027,1993-11-07,"SALEM, AR",United States,,,Non-Fatal,Substantial,Airplane,N2225J,cessna,150g,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Go-around,Probable Cause,1993,11,7,cessna 150g,150,1.0,2-seater,AR,SALEM
34115,20001211X13719,Accident,CHI94LA033,1993-11-08,"MOBERLY, MO",United States,MBY,BRADLEY MEMORIAL,Non-Fatal,Substantial,Airplane,N35537,cessna,172i,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Takeoff,Probable Cause,1993,11,8,cessna 172i,172,2.0,4-seater,MO,MOBERLY
34116,20001211X13699,Accident,BFO94LA004,1993-11-08,"MANASSAS, VA",United States,HEF,MANASSAS MUNICIPAL ARPT,Non-Fatal,Substantial,Airplane,N8223T,piper,pa28161,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,1993,11,8,piper pa28161,pa-28,1.0,4-seater,VA,MANASSAS
34120,20001211X13737,Accident,FTW94LA030,1993-11-09,"FREDERICKSBURG, TX",United States,,,Non-Fatal,Substantial,Airplane,N6776W,piper,pa28140,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,IMC,Takeoff,Probable Cause,1993,11,9,piper pa28140,pa-28,1.0,4-seater,TX,FREDERICKSBURG
34121,20001211X13721,Accident,CHI94LA035,1993-11-09,"NEOSHO, MO",United States,EOS,NEOSHO MEMORIAL,Non-Fatal,Substantial,Airplane,N2263J,cessna,150g,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1993,11,9,cessna 150g,150,2.0,2-seater,MO,NEOSHO
34124,20001211X13690,Accident,BFO94FA005,1993-11-10,"WALKERSVILLE, MD",United States,,,Fatal(2),Destroyed,Airplane,N47456,cessna,152,No,1.0,Reciprocating,Instructional,2.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,1993,11,10,cessna 152,152,0.0,2-seater,MD,WALKERSVILLE
34128,20001211X13700,Accident,BFO94LA006,1993-11-11,"WEST MILFORD, NJ",United States,,,Non-Fatal,Substantial,Airplane,N3481V,cessna,150m,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Approach,Probable Cause,1993,11,11,cessna 150m,150,1.0,2-seater,NJ,WEST MILFORD
34132,20001211X13686,Accident,ATL94LA018,1993-11-12,"CUMMING, GA",United States,84A,MATHIS AIRPORT,Non-Fatal,Substantial,Airplane,N6461G,cessna,150,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,1993,11,12,cessna 150,150,1.0,2-seater,GA,CUMMING
34136,20001211X13801,Accident,SEA94LA031,1993-11-13,"KIRKLAND, WA",United States,,,Non-Fatal,Destroyed,Airplane,N2446J,cessna,150g,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Maneuvering,Probable Cause,1993,11,13,cessna 150g,150,1.0,2-seater,WA,KIRKLAND
34139,20001211X13701,Accident,BFO94LA007,1993-11-13,"GREENTOWN, PA",United States,PA49,MOUNTAIN BAY,Non-Fatal,Destroyed,Airplane,N7667F,piper,pa28151,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Landing,Probable Cause,1993,11,13,piper pa28151,pa-28,2.0,4-seater,PA,GREENTOWN
34145,20001211X13755,Accident,LAX94LA044,1993-11-13,"LAS VEGAS, NV",United States,L15,HENDERSON SKY HARBOR,Non-Fatal,Substantial,Airplane,N9231U,cessna,150,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1993,11,13,cessna 150,150,1.0,2-seater,NV,LAS VEGAS
34147,20001211X13702,Accident,BFO94LA009,1993-11-13,"RIVERHEAD, NY",United States,,,Non-Fatal,Substantial,Airplane,N46897,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,1993,11,13,cessna 152,152,2.0,2-seater,NY,RIVERHEAD
34149,20001211X13713,Accident,CHI94FA036,1993-11-14,"CEDAR LAKE, IN",United States,,,Fatal(1),Destroyed,Airplane,N32303,piper,pa28180,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Descent,Probable Cause,1993,11,14,piper pa28180,pa-28,0.0,4-seater,IN,CEDAR LAKE
34151,20001211X13802,Accident,SEA94LA032,1993-11-14,"SEATTLE, WA",United States,BFI,BOEING FIELD,Non-Fatal,Substantial,Airplane,N5366M,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1993,11,14,cessna 152,152,1.0,2-seater,WA,SEATTLE
34156,20001211X13728,Accident,FTW94FA034,1993-11-15,"FORT COLLINS, CO",United States,,,Non-Fatal,Destroyed,Airplane,N4829E,cessna,172n,No,1.0,Reciprocating,Instructional,0.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause,1993,11,15,cessna 172n,172,1.0,4-seater,CO,FORT COLLINS
34165,20001211X13803,Accident,SEA94LA033,1993-11-17,"IDAHO FALLS, ID",United States,IDA,FANNING FIELD,Non-Fatal,Substantial,Airplane,N4713D,cessna,c172n,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1993,11,17,cessna c172n,172,1.0,4-seater,ID,IDAHO FALLS
34167,20001211X13729,Accident,FTW94FA036,1993-11-17,"GUTHRIE, OK",United States,,,Fatal(2),Substantial,Airplane,N45968,cessna,152,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,Maneuvering,Probable Cause,1993,11,17,cessna 152,152,0.0,2-seater,OK,GUTHRIE
34169,20001211X13791,Accident,NYC94FA027,1993-11-18,"KINNELON, NJ",United States,,,Fatal(1),Destroyed,Airplane,N43791,piper,pa28161,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,1993,11,18,piper pa28161,pa-28,0.0,4-seater,NJ,KINNELON
34176,20001211X13761,Accident,LAX94LA052,1993-11-19,"COMPTON, CA",United States,CPM,COMPTON AIRPORT,Non-Fatal,Substantial,Airplane,N5312L,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1993,11,19,cessna 152,152,1.0,2-seater,CA,COMPTON
34178,20001211X13688,Accident,ATL94LA020,1993-11-20,"MARYVILLE, TN",United States,,,Non-Fatal,Destroyed,Airplane,N420FL,piper,pa28140,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Descent,Probable Cause,1993,11,20,piper pa28140,pa-28,1.0,4-seater,TN,MARYVILLE
34184,20001211X13744,Accident,LAX94FA056,1993-11-21,"JULIAN, CA",United States,,,Fatal(2),Destroyed,Airplane,N5312R,cessna,172m,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,1993,11,21,cessna 172m,172,0.0,4-seater,CA,JULIAN
34186,20001211X13693,Accident,BFO94FA015,1993-11-21,"NORTHAMPTON, MA",United States,,,Fatal(4),Destroyed,Airplane,N3011F,piper,pa28161,No,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,1993,11,21,piper pa28161,pa-28,,4-seater,MA,NORTHAMPTON
34188,20001211X13689,Accident,ATL94LA022,1993-11-21,"KINSTON, NC",United States,6NC9,MOSS HILL AIRPORT,Non-Fatal,Substantial,Airplane,N5340Q,cessna,150l,No,1.0,Reciprocating,Instructional,0.0,0.0,1.0,0.0,VMC,Go-around,Probable Cause,1993,11,21,cessna 150l,150,1.0,2-seater,NC,KINSTON
34190,20001211X13804,Accident,SEA94LA035,1993-11-22,"BROOKINGS, OR",United States,,,Non-Fatal,Substantial,Airplane,N8829J,piper,pa28180,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,IMC,Cruise,Probable Cause,1993,11,22,piper pa28180,pa-28,1.0,4-seater,OR,BROOKINGS
